host_id,cpe,banner,source_id
2985CF79292311EAA9F2000C34DB095E,cpe:/a:apache:http_server,Apache httpd,5
2985CF79292311EAA9F2000C34DB095E,cpe:/a:mysql:mysql:5.6.36-82.1-log,MySQL 5.6.36-82.1-log,5
2985CF79292311EAA9F2000C34DB095E,cpe:/a:openbsd:openssh:6.7p1,OpenSSH 6.7p1 protocol 2.0,5
2985CF79292311EAA9F2000C34DB095E,cpe:/o:linux:linux_kernel:3,Linux Linux_kernel 3,5
2985CF79292311EAA9F2000C396F43F4,cpe:/a:microsoft:ftp_service,Microsoft ftpd,5
2985CF79292311EAA9F2000C396F43F4,cpe:/a:microsoft:iis:7.5,Microsoft IIS httpd 7.5,5
2985CF79292311EAA9F2000C396F43F4,cpe:/o:microsoft:windows_7::-,Microsoft Windows_7 -,5
2985CF79292311EAA9F2000C396F43F4,cpe:/o:microsoft:windows_7::sp1,Microsoft Windows_7 Sp1,5
2985CF79292311EAA9F2000C3E03645E,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292311EAA9F2000C472D6E58,cpe:/o:microsoft:windows,Windows 7 Ultimate 7600 microsoft-ds workgroup: WORKGROUP,5
2985CF79292311EAA9F2000C472D6E58,cpe:/o:microsoft:windows_vista,Microsoft Windows_vista,5
2985CF79292311EAA9F2000C47373032,cpe:/o:microsoft:windows_7::-,Microsoft Windows_7 -,5
2985CF79292311EAA9F2000C47373032,cpe:/o:microsoft:windows_7::sp1,Microsoft Windows_7 Sp1,5
2985CF79292311EAA9F2000C47373032,cpe:/o:microsoft:windows_server_2008::sp2,Microsoft Windows_server_2008 Sp2,5
2985CF79292311EAA9F2000C4739484A,cpe:/a:mongodb:mongodb:3.4.15,MongoDB 3.4.15,5
2985CF79292311EAA9F2000C4739484A,cpe:/o:microsoft:windows,Microsoft Windows netbios-ssn,5
2985CF79292311EAA9F2000C4739484A,cpe:/o:microsoft:windows_10,Microsoft Windows_10,5
2985CF79292311EAA9F2000CA92A6D68,cpe:/o:microsoft:windows_7::-,Microsoft Windows_7 -,5
2985CF79292311EAA9F2000CA92A6D68,cpe:/o:microsoft:windows_7::sp1,Microsoft Windows_7 Sp1,5
2985CF79292311EAA9F2000CA974B9AE,cpe:/a:apache:http_server:2.2.4,Apache httpd 2.2.4 (Win32) PHP/5.2.6,5
2985CF79292311EAA9F2000CA974B9AE,cpe:/a:mysql:mysql,MySQL unauthorized,5
2985CF79292311EAA9F2000CA974B9AE,cpe:/a:serv-u:serv-u:6.4,Serv-U ftpd 6.4,5
2985CF79292311EAA9F2000CA974B9AE,cpe:/o:microsoft:windows_server_2003,Microsoft Windows_server_2003,5
2985CF79292311EAA9F2000CA974B9AE,cpe:/o:microsoft:windows_xp::sp2,Microsoft Windows_xp Sp2,5
2985CF79292311EAA9F2000CA976CF46,cpe:/a:serv-u:serv-u:6.4,Serv-U ftpd 6.4,5
2985CF79292311EAA9F2000CA976CF46,cpe:/o:microsoft:windows_xp,Microsoft Windows_xp,5
2985CF79292311EAA9F2000CA976CF46,cpe:/o:microsoft:windows_xp::sp3,Microsoft Windows_xp Sp3,5
2985CF79292311EAA9F2000CA97897B8,cpe:/o:microsoft:windows,Windows 7 Enterprise 7601 Service Pack 1 microsoft-ds workgroup: WORKGROUP,5
2985CF79292311EAA9F2000CA97A8E60,cpe:/a:mysql:mysql,MySQL unauthorized,5
2985CF79292311EAA9F2000CA97A8E60,cpe:/o:microsoft:windows,Microsoft Windows netbios-ssn,5
2985CF79292311EAA9F2000CA97A8E60,cpe:/o:microsoft:windows_vista,Microsoft Windows_vista,5
2985CF79292311EAA9F2000CA97C7536,cpe:/o:microsoft:windows,Microsoft Windows netbios-ssn,5
2985CF79292411EAA9F2000C17ECC7AA,cpe:/a:openbsd:openssh:5.2,OpenSSH 5.2 protocol 2.0,5
2985CF79292411EAA9F2000C17ECC7AA,cpe:/a:vsftpd:vsftpd:2.0.1,vsftpd 2.0.1,5
2985CF79292411EAA9F2000C17ECC7AA,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000C17F1287C,cpe:/a:serv-u:serv-u:14.0,Serv-U ftpd 14.0,5
2985CF79292411EAA9F2000C17F1287C,cpe:/a:serv-u:serv-u:14.0.0.6,Serv-U SSH Server 14.0.0.6 protocol 2.0,5
2985CF79292411EAA9F2000C17F1287C,cpe:/o:ipxe:ipxe:1.0.0%2b,Ipxe Ipxe 1.0.0%2b,5
2985CF79292411EAA9F2000C17F1287C,cpe:/o:microsoft:windows_xp::sp2,Microsoft Windows_xp Sp2,5
2985CF79292411EAA9F2000C17F1287C,cpe:/o:microsoft:windows_xp::sp3,Microsoft Windows_xp Sp3,5
2985CF79292411EAA9F2000C17F3B16E,cpe:/o:microsoft:windows_server_2012:r2,Microsoft Windows_server_2012 R2,5
2985CF79292411EAA9F2000C17F3B16E,cpe:/o:microsoft:windows_vista::sp1:home_premium,Microsoft Windows_vista Sp1 Home_premium,5
2985CF79292411EAA9F2000C17F61666,cpe:/a:openbsd:openssh:5.1,OpenSSH 5.1 protocol 2.0,5
2985CF79292411EAA9F2000C17F61666,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000C17F92C0C,cpe:/a:openbsd:openssh:5.2,OpenSSH 5.2 protocol 2.0,5
2985CF79292411EAA9F2000C17F92C0C,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000C1AAD23FE,cpe:/o:ipxe:ipxe:1.0.0%2b,Ipxe Ipxe 1.0.0%2b,5
2985CF79292411EAA9F2000C67E49030,cpe:/a:mysql:mysql,MySQL unauthorized,5
2985CF79292411EAA9F2000C67E49030,cpe:/o:microsoft:windows_7::-,Microsoft Windows_7 -,5
2985CF79292411EAA9F2000C67E49030,cpe:/o:microsoft:windows_7::sp1,Microsoft Windows_7 Sp1,5
2985CF79292411EAA9F2000C67E49030,cpe:/o:microsoft:windows_server_2008::sp2,Microsoft Windows_server_2008 Sp2,5
2985CF79292411EAA9F2000CB353C00E,cpe:/a:goahead:goahead_webserver,GoAhead WebServer,5
2985CF79292411EAA9F2000CB353C00E,cpe:/a:thekelleys:dnsmasq:2.40,dnsmasq 2.40,5
2985CF79292411EAA9F2000CB353C00E,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000CB363C6B6,cpe:/o:microsoft:windows_server_2008::sp1,Microsoft Windows_server_2008 Sp1,5
2985CF79292411EAA9F2000CB363C6B6,cpe:/o:microsoft:windows_server_2008:r2,Microsoft Windows_server_2008 R2,5
2985CF79292411EAA9F2000CB363C6B6,cpe:/o:microsoft:windows_xp::sp2,Microsoft Windows_xp Sp2,5
2985CF79292411EAA9F2000CB367BFC8,cpe:/a:openbsd:openssh:5.5,OpenSSH 5.5 protocol 2.0,5
2985CF79292411EAA9F2000CB367BFC8,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000CB36C1794,cpe:/a:openbsd:openssh:6.6.1,OpenSSH 6.6.1 protocol 2.0,5
2985CF79292411EAA9F2000CB36C1794,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000CB3740D8C,cpe:/a:apache:coyote_http_connector:1.1,Apache Tomcat/Coyote JSP engine 1.1,5
2985CF79292411EAA9F2000CB3740D8C,cpe:/a:openbsd:openssh:5.2,OpenSSH 5.2 protocol 2.0,5
2985CF79292411EAA9F2000CB3740D8C,cpe:/a:vsftpd:vsftpd:2.0.1,vsftpd 2.0.1,5
2985CF79292411EAA9F2000CB3740D8C,cpe:/o:linux:linux_kernel:2.6.32,Linux Linux_kernel 2.6.32,5
2985CF79292411EAA9F2000CB376EF84,cpe:/a:microsoft:iis:10.0,Microsoft IIS httpd 10.0,5
2985CF79292411EAA9F2000CB376EF84,cpe:/o:microsoft:windows,Microsoft IIS httpd 10.0,5
2985CF79292411EAA9F2000CB37AAB92,cpe:/a:openbsd:openssh:7.4,OpenSSH 7.4 protocol 2.0,5
2985CF79292411EAA9F2000CB37AAB92,cpe:/o:linux:linux_kernel:3,Linux Linux_kernel 3,5
2985CF79292411EAA9F2000CB37D5CCA,cpe:/a:greenbone:greenbone_security_assistant,Greenbone Security Assistant,5
2985CF79292411EAA9F2000CB37D5CCA,cpe:/a:openbsd:openssh:7.4,OpenSSH 7.4 protocol 2.0,5
2985CF79292411EAA9F2000CB37D5CCA,cpe:/o:linux:linux_kernel:3,Linux Linux_kernel 3,5
2985CF79292411EAA9F2000CB380C8A6,cpe:/a:openbsd:openssh:6.1,OpenSSH 6.1 protocol 2.0,5
2985CF79292411EAA9F2000CB380C8A6,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000CB388FA26,cpe:/o:microsoft:windows_10,Microsoft Windows_10,5
2985CF79292411EAA9F2000CB38C4550,cpe:/a:openbsd:openssh:7.4,OpenSSH 7.4 protocol 2.0,5
2985CF79292411EAA9F2000CB38C4550,cpe:/o:linux:linux_kernel:3,Linux Linux_kernel 3,5
2985CF79292411EAA9F2000CB390EA06,cpe:/a:openbsd:openssh:6.6.1,OpenSSH 6.6.1 protocol 2.0,5
2985CF79292411EAA9F2000CB390EA06,cpe:/o:linux:linux_kernel:3,Linux Linux_kernel 3,5
2985CF79292411EAA9F2000CB3950898,cpe:/a:openbsd:openssh:6.6.1,OpenSSH 6.6.1 protocol 2.0,5
2985CF79292411EAA9F2000CB3950898,cpe:/o:linux:linux_kernel:3,Linux Linux_kernel 3,5
2985CF79292411EAA9F2000CB398404E,cpe:/a:openbsd:openssh:3.9p1,OpenSSH 3.9p1 protocol 1.99,5
2985CF79292411EAA9F2000CB398404E,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000CB3A13622,cpe:/a:openbsd:openssh:5.3,OpenSSH 5.3 protocol 2.0,5
2985CF79292411EAA9F2000CB3A13622,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000CB3A41E00,cpe:/a:apache:http_server:2.4.6,Apache httpd 2.4.6 (CentOS),5
2985CF79292411EAA9F2000CB3A41E00,cpe:/a:openbsd:openssh:6.6.1,OpenSSH 6.6.1 protocol 2.0,5
2985CF79292411EAA9F2000CB3A41E00,cpe:/o:linux:linux_kernel:3,Linux Linux_kernel 3,5
2985CF79292411EAA9F2000CB3ACD856,cpe:/a:openbsd:openssh:6.6.1,OpenSSH 6.6.1 protocol 2.0,5
2985CF79292411EAA9F2000CB3ACD856,cpe:/a:vsftpd:vsftpd:3.0.2,vsftpd 3.0.2,5
2985CF79292411EAA9F2000CB3ACD856,cpe:/o:linux:linux_kernel:3,Linux Linux_kernel 3,5
2985CF79292411EAA9F2000CB3B0E248,cpe:/a:openbsd:openssh:8.1,OpenSSH 8.1 protocol 2.0,5
2985CF79292411EAA9F2000CB3B0E248,cpe:/o:linux:linux_kernel:3,Linux Linux_kernel 3,5
2985CF79292411EAA9F2000CB3B5D406,cpe:/o:microsoft:windows,Microsoft Terminal Service,5
2985CF79292411EAA9F2000CB3B5D406,cpe:/o:microsoft:windows_vista,Microsoft Windows_vista,5
2985CF79292411EAA9F2000CB3B8942A,cpe:/o:microsoft:windows_server_2008::sp1,Microsoft Windows_server_2008 Sp1,5
2985CF79292411EAA9F2000CB3B8942A,cpe:/o:microsoft:windows_server_2008:r2,Microsoft Windows_server_2008 R2,5
2985CF79292411EAA9F2000CB3B8942A,cpe:/o:microsoft:windows_xp::sp2,Microsoft Windows_xp Sp2,5
2985CF79292411EAA9F2000CB3BBB83A,cpe:/a:apache:coyote_http_connector:1.1,Apache Tomcat/Coyote JSP engine 1.1,5
2985CF79292411EAA9F2000CB3BBB83A,cpe:/o:microsoft:windows_xp::sp2,Microsoft Windows_xp Sp2,5
2985CF79292411EAA9F2000CB3BFF986,cpe:/o:microsoft:windows_10,Microsoft Windows_10,5
2985CF79292411EAA9F2000CB3C49784,cpe:/a:microsoft:ftp_service,Microsoft ftpd,5
2985CF79292411EAA9F2000CB3C49784,cpe:/a:microsoft:iis:10.0,Microsoft IIS httpd 10.0,5
2985CF79292411EAA9F2000CB3C49784,cpe:/o:microsoft:windows,Microsoft Windows,5
2985CF79292411EAA9F2000CB3C49784,cpe:/o:microsoft:windows_vista,Microsoft Windows_vista,5
2985CF79292411EAA9F2000CB3C7B2B6,cpe:/a:microsoft:iis:10.0,Microsoft IIS httpd 10.0,5
2985CF79292411EAA9F2000CB3C7B2B6,cpe:/a:mysql:mysql:5.5.15,MySQL 5.5.15,5
2985CF79292411EAA9F2000CB3C7B2B6,cpe:/o:microsoft:windows,Microsoft Windows,5
2985CF79292411EAA9F2000CB3C7B2B6,cpe:/o:microsoft:windows_10,Microsoft Windows_10,5
2985CF79292411EAA9F2000CB3CCB860,cpe:/a:apache:coyote_http_connector:1.1,Apache Tomcat/Coyote JSP engine 1.1,5
2985CF79292411EAA9F2000CB3CCB860,cpe:/a:openbsd:openssh:5.2,OpenSSH 5.2 protocol 2.0,5
2985CF79292411EAA9F2000CB3CCB860,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000CB3D1F500,cpe:/a:apache:coyote_http_connector:1.1,Apache Tomcat/Coyote JSP engine 1.1,5
2985CF79292411EAA9F2000CB3D1F500,cpe:/a:openbsd:openssh:5.2,OpenSSH 5.2 protocol 2.0,5
2985CF79292411EAA9F2000CB3D1F500,cpe:/a:vsftpd:vsftpd:2.0.1,vsftpd 2.0.1,5
2985CF79292411EAA9F2000CB3D1F500,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000CB3D4A5A2,cpe:/a:apache:coyote_http_connector:1.1,Apache Tomcat/Coyote JSP engine 1.1,5
2985CF79292411EAA9F2000CB3D4A5A2,cpe:/a:openbsd:openssh:5.2,OpenSSH 5.2 protocol 2.0,5
2985CF79292411EAA9F2000CB3D4A5A2,cpe:/a:vsftpd:vsftpd:2.0.1,vsftpd 2.0.1,5
2985CF79292411EAA9F2000CB3D4A5A2,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000CB3D4A5A2,cpe:/o:linux:linux_kernel:3,Linux Linux_kernel 3,5
2985CF79292411EAA9F2000CB3D768A0,cpe:/a:genivia:gsoap:2.7,gSOAP 2.7,5
2985CF79292411EAA9F2000CB3D768A0,cpe:/o:windriver:vxworks,Windriver Vxworks,5
2985CF79292411EAA9F2000CB3D9792E,cpe:/a:openbsd:openssh:6.6.1,OpenSSH 6.6.1 protocol 2.0,5
2985CF79292411EAA9F2000CB3D9792E,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000CB3DBDE4E,cpe:/a:openbsd:openssh:7.6p1,OpenSSH 7.6p1 Ubuntu 4ubuntu0.3 Ubuntu Linux; protocol 2.0,5
2985CF79292411EAA9F2000CB3DBDE4E,cpe:/o:linux:linux_kernel:2.6.32,Linux Linux_kernel 2.6.32,5
2985CF79292411EAA9F2000CB3E1A126,cpe:/a:igor_sysoev:nginx,nginx,5
2985CF79292411EAA9F2000CB3E1A126,cpe:/o:linux:linux_kernel:3,Linux Linux_kernel 3,5
2985CF79292411EAA9F2000CB3EE14F6,cpe:/a:openbsd:openssh:6.6.1,OpenSSH 6.6.1 protocol 2.0,5
2985CF79292411EAA9F2000CB3EE14F6,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000CB3EE14F6,cpe:/o:linux:linux_kernel:3.10,Linux Linux_kernel 3.10,5
2985CF79292411EAA9F2000CB3F0A57C,cpe:/a:apache:coyote_http_connector:1.1,Apache Tomcat/Coyote JSP engine 1.1,5
2985CF79292411EAA9F2000CB3F0A57C,cpe:/a:openbsd:openssh:5.2,OpenSSH 5.2 protocol 2.0,5
2985CF79292411EAA9F2000CB3F0A57C,cpe:/a:vsftpd:vsftpd:2.0.1,vsftpd 2.0.1,5
2985CF79292411EAA9F2000CB3F0A57C,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000CB3F0A57C,cpe:/o:linux:linux_kernel:3,Linux Linux_kernel 3,5
2985CF79292411EAA9F2000CB3F36F0A,cpe:/a:openbsd:openssh:7.9,OpenSSH 7.9 protocol 2.0,5
2985CF79292411EAA9F2000CB3F36F0A,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000CB3F7EAE4,cpe:/a:lighttpd:lighttpd:1.4.42,lighttpd 1.4.42,5
2985CF79292411EAA9F2000CB3F7EAE4,cpe:/o:linux:linux_kernel:3.18,Linux Linux_kernel 3.18,5
2985CF79292411EAA9F2000CB3FC9850,cpe:/a:apache:coyote_http_connector:1.1,Apache Tomcat/Coyote JSP engine 1.1,5
2985CF79292411EAA9F2000CB3FC9850,cpe:/a:openbsd:openssh:5.2,OpenSSH 5.2 protocol 2.0,5
2985CF79292411EAA9F2000CB3FC9850,cpe:/o:linux:linux_kernel:2.6,Linux Linux_kernel 2.6,5
2985CF79292411EAA9F2000CB400284E,cpe:/a:apache:coyote_http_connector:1.1,Apache Tomcat/Coyote JSP engine 1.1,5
2985CF79292411EAA9F2000CB400284E,cpe:/a:openbsd:openssh:5.2,OpenSSH 5.2 protocol 2.0,5
2985CF79292411EAA9F2000CB400284E,cpe:/a:vsftpd:vsftpd:2.0.1,vsftpd 2.0.1,5
2985CF79292411EAA9F2000CB400284E,cpe:/o:linux:linux_kernel:2.6.32,Linux Linux_kernel 2.6.32,5
2985CF79292411EAA9F2000CB4030ECE,cpe:/a:matt_johnston:dropbear_ssh_server:2011.54,Dropbear sshd 2011.54 protocol 2.0,5
